Origin,Dest,Carrier,avg_fare_weighted,avg_distance_weighted,total_passengers,row_count
CLT,EWR,B6,209.37,1602.34,22430,21
CLT,EWR,WN,273.21,1602.34,16889,348
CLT,EWR,UA,298.17,1602.34,33483,368
CLT,EWR,F9,197.19,1602.34,98769,95
CLT,MSP,DL,215.34,1671.08,52537,52
CLT,MSP,AA,188.83,1671.08,14122,89
CLT,MSP,NK,228.61,1671.08,11550,463
CLT,MSP,WN,193.58,1671.08,51597,136
CLT,DTW,F9,148.8,628.19,4244,192
CLT,DTW,AS,228.89,628.19,113270,452
CLT,DTW,DL,188.12,628.19,62910,455
CLT,PHL,B6,280.63,1777.08,98661,298
CLT,PHL,F9,266.52,1777.08,57513,337
CLT,PHL,WN,239.69,1777.08,70464,187
CLT,PHL,DL,268.56,1777.08,63631,422
CLT,PHL,NK,256.28,1777.08,12238,197
CLT,LGA,B6,130.57,300.23,111642,156
CLT,LGA,DL,160.56,300.23,61998,362
CLT,LGA,UA,191.54,300.23,64978,254
CLT,LGA,AA,121.01,300.23,39770,230
